"uuid";"repository_link";"title";"title_exceprt";"description";"description_exceprt";"status";"publication_date";"publication_type";"pure_update";"filtered_keywords";"contributor_names";"contributor_affiliations";"contributor_roles"
"uuid:0ad44d53-6707-4ed5-aa25-07a4e3659f16";"https://resolver.tudelft.nl/uuid:uuid:0ad44d53-6707-4ed5-aa25-07a4e3659f16";"Pedestrian Dead Reckoning using Data-Driven and Physics-Informed Machine Learning";"";"Many applications such as indoor navigation, search and rescue operations, and surveying, require accurate localization in challenging environments. In environments where absolute positioning (using for example GNSS receivers) fails due to dense obstruction of the required signals, positioning algorithms rely solely on dead reckoning, often using measurements from an Inertial Measurement Unit (IMU). This dead reckoning process suffers from integration drift due to the accumulation of errors in the sensor measurements. Pedestrian Dead-Reckoning (PDR) algorithms can reduce this integration drift in cases where the IMU is held by a walking person, by leveraging patterns from the periodic walking motion. This thesis investigates a state-of-the-art PDR algorithm from Liu et al. that combines an Extended Kalman Filter (EKF) with a velocity-predicting neural network that corrects the filter in the measurement update to mitigate integration drift. The focus is on finding if its performance can be improved by adapting the neural network in the algorithm. First, adaptations of the network’s parameters have been experimented with to investigate their effect on the algorithm’s accuracy and search for a bottleneck that limits it. This bottleneck was found to be a bias in the predicted velocity by the network, as this violates the EKF assumption that the error in the measurement update is distributed with zero mean. The second part investigates how using ideas from the Physics-Informed Neural Network (PINN) as an alternative to the data-driven neural network in the PDR algorithm affects its performance. Four network architectures have been trained using a loss function that includes a penalty for errors in the physics of the predicted velocities of the system. Training these PINN-inspired networks required a much longer training time. The results show that using this physics loss does not show significant improvements in the accuracy of the PDR algorithm, as the bias in the velocity prediction is not addressed by the physics loss. This thesis concludes that the main limitation of the neural network in the PDR algorithm by Liu et al. is a bias in the predicted velocity, and that a PINN is unable to provide significant improvements in the accuracy of the algorithm, whilst costing much more computational resources to train. It is therefore not recommended to use a PINN in this PDR algorithm, and the optimal configuration of the network was found to be a slightly adapted version of the network used by Liu et al., using IMU and device tilt data sampled at 50 Hz as network input. Future research could focus on understanding the origin of the bias in velocity predictions and to mitigate it once its source is known.";"";"OPEN";"2025-9-10";"master thesis";"2025-08-28 11:18:06.873";"Extended Kalman Filter,PDR,PINN,Physics-Informed Neural Network,indoor localisation,pedestrian dead reckoning";"H.R. van Bavel; L. Ligthart; M. Kok; M. Popovic; R.C. Kraaij";"";"author; graduation committee member; mentor"
"uuid:34ce9384-9352-41bc-99ce-2a54bd1f3361";"https://resolver.tudelft.nl/uuid:uuid:34ce9384-9352-41bc-99ce-2a54bd1f3361";"Informative Path Planning for Search and Rescue using a UAV";"Informative Path Planning for Search and Rescue using a UAV.";"Target search in an obstacle filled environment is a practically relevant challenge in robotics that has a huge impact in the society. The wide range of applications include searching for victims in a search and rescue operation, detecting weeds in precision agriculture, patrolling borders for military and navy, automated census of endangered species in a forest etc. An efficient target search algorithm provides a data acquisition platform with least human intervention, thus improving the quality of life of humans. This thesis aims at introducing a general path planning algorithm for UAVs flying at different heights in an obstacle filled environment, searching for targets in the ground field. An adaptive informative path planning (IPP) algorithm is introduced that simultaneously trade off between area coverage, field of view, height dependent sensor performance and obstacle avoidance. It plans under uncertainties in the sensor measurements at varying heights, and is robust against wrong target detections. It generates an optimal fixed horizon plan in the form of a 3D minimum-snap trajectory that maximizes the information gain in minimum flight time by providing maximum area coverage, without any collision with the obstacles. The resulting planner is modular in terms of the mapping strategy, environment complexity, different target, changes in the sensor model and optimizer used. The planner is tested against varying environmental complexities, demonstrating its capability in handling a wide range of possible environments. The planner outperforms other planners like non-adaptive IPP planner, coverage planner and random sampling planner, by demonstrating the fastest decrease in map error while flying for a fixed time budget. A proof of concept for the algorithm is provided through real experiments by running the algorithm on a UAV flying inside a lab environment, searching for targets lying on the ground. All the targets were successfully found and mapped by the algorithm, demonstrating its applicability in a real-life target search problem.";"";"OPEN";"2018-8-23";"master thesis";"2025-10-24 08:42:05.518";"Computer Vision,Optimization,Path Planning,Robotics,Unmanned Aerial Vehicle";"A. Anil Meera; Alexander Millane; J. Alonso-Mora; M. Popovic; M. Wisse; P. Mohajerin Esfahani; Roland Siegwart; W. Pan";"";"author; coach; mentor"
"uuid:60043720-19d4-4154-a57c-cafc8cd8fa43";"https://resolver.tudelft.nl/uuid:uuid:60043720-19d4-4154-a57c-cafc8cd8fa43";"Aircraft Maintenance Planning";"Aircraft Maintenance Planning.";"Aircraft maintenance planning plays a large role in ensuring operational efficiency and safety while minimising costs. Hangar maintenance scheduling can be trivial due to various uncertainties, such as non-routine tasks, resource availability, and unforeseen delays. Deterministic methods might struggle to account for these complexities and do not scale well with large, heterogeneous fleets, causing frequent and costly adjustments to the schedule. Previous research has focused on incorporating different uncertainties using robust scheduling methods. This research aims to develop and assess a stochastic and scalable aircraft hangar maintenance planning model that can provide insight in the robustness of the planning, next to incorporated uncertainties, to reduce the need for frequent planning revisions. The proposed method creates a schedule using a Genetic Algorithm (GA) that minimises maintenance costs and interval losses while adhering to operational constraints. After that, a Monte Carlo simulation is applied to assess the feasibility of the schedule under randomly generated check duration scenarios. Critical checks that can cause grounding of aircraft due to exceeded due dates are modified in a feedback loop to improve the robustness of the schedule. The maintenance optimisation is tested in a case study, provided by a European airline and discusses the trade-off between maintenance cost, interval loss, run time, and feasibility in hangar maintenance planning under uncertainty. The schedule is compared to a Mixed-Integer Linear Programming (MILP) benchmark model. Results show that the MILP outperforms the MILP in terms of cost and run time, but the GA might be useful in more complex scenarios. The simulations give insight in the robustness of the planning and show that delay propagation and grounding probabilities can be decreased by adjusting critical checks during re-optimisation. The overall grounding probability can go down by 9 to 40%, with 5 to 10% of checks fixed in time, respectively. This can lead to a more robust schedule, minimising revisions. An airline can use this framework as a decision-support tool to create variations on the planning and assess the impact of its decisions on the robustness of the schedule. ";"";"OPEN";"2025-7-23";"master thesis";"2025-07-10 13:26:05.611";"Aircraft Maintenance,Genetic Algorithm,Maintenance Scheduling,Monte Carlo Simulation,Robustness";"M. Popovic; M.F.M. Hoogreef; M.J. Ribeiro; M.M.D. Witteman; T.J.A. Hollander";"";"author; graduation committee member; mentor"
"uuid:0b8dd715-4cb8-4ccc-ab4c-222d01db9d06";"https://resolver.tudelft.nl/uuid:uuid:0b8dd715-4cb8-4ccc-ab4c-222d01db9d06";"Tactile Aerial Grasping via High-Resolution Touch on Drones";"Tactile Aerial Grasping via High Resolution Touch on Drones.";"This thesis presents the design, development, and experimental validation of a perching drone equipped with an underactuated robotic gripper and tactile sensing for grasping onto structures. Perching extends drone endurance for applications such as long-term monitoring, while tactile sensing enables precise alignment when visual data is unreliable. A control strategy combining position-based control with tactile feedback is implemented using DIGIT tactile sensors for contact-aware adjustments. Two per-pixel inference models convert RGB images into tactile information: a sensitive contact model for binary contact detection and a depth reconstruction model that estimates surface normals, which is then used to determine the contact surface orientation. After outlier filtering, the depth model achieves a mean absolute error of 5.32° in orientation estimation. Experiments demonstrate reliable grasping with up to 12 cm of position error and successful correction of both position and orientation using simulated tactile input. These results highlight the potential of tactile-based strategies for robust aerial manipulation in uncertain environments. ";"";"OPEN";"2025-8-29";"master thesis";"2025-08-20 07:40:05.776";"Drone,Grasping,Perching,Robotics,Tactile";"A. Bombelli; A. Bredenbeck; E.J.J. Smeur; M.A. Elahi; M.B.J. Brummelhuis; S. Hamaza";"";"author; graduation committee member; mentor"
"uuid:7e2a3aff-c782-45c2-b494-929cd40d7c8f";"https://resolver.tudelft.nl/uuid:uuid:7e2a3aff-c782-45c2-b494-929cd40d7c8f";"Reconfigurable Force-Balanced Aerial Manipulator for Variable Payload Tasks";"";"This research proposes a novel reconfigurable and force-balanced aerial manipulator design for fast variable payload tasks. Its force-balancing properties allow for fast end-effector movements while minimizing disturbances introduced to the aerial platform. The manipulator is composed of three pantograph legs connecting the end-effector to the drone base. Each pantograph is equipped with two moving counter-masses that provide the balancing properties to the manipulator. The counter masses are moved by fast linear actuators allowing the manipulator to be force-balanced for different payloads. Extensive testing, performing end-effector trajectory tracking tasks, was performed both on a floating base setup and in flight. The results indicate that the manipulator significantly decreased the reaction forces transmitted to the base. Specifically, it achieved a 45% reduction when comparing the unbalanced and balanced configurations, and a 17% reduction when these configurations included a 53 [g] payload. The drone's position-tracking error during flight also improved, with reductions of 19% and 34% for the same two configurations, respectively.";"";"OPEN";"2024-12-4";"master thesis";"2025-02-18 19:46:59.075";"Aerial Manipulation,Design,Drone,Force balancing,static balancing";"Carmine Varriale; E.J.J. Smeur; M. Bianconi; M.B.J. Brummelhuis; S. Hamaza";"";"author; graduation committee member; mentor"
"uuid:fd5e484b-bdd4-42e7-8cdc-70de94462858";"https://resolver.tudelft.nl/uuid:uuid:fd5e484b-bdd4-42e7-8cdc-70de94462858";"A Centralised Approach to Aerial Manipulation on Overhanging Surfaces";"A Centralised Approach to Aerial Manipulation on Overhanging Surfaces.";"Aerial physical interaction opens the door for many operations at height to be automatised using aerial robots. This research presents a novel manipulator design mounted on a traditional quadrotor, which utilises both mechanical and software compliance to perform physical interaction on vertical walls and overhanging surfaces, such as those found under bridges. A centralised impedance control scheme allows direct control of the end-effector pose without needing separate modes for free-flight and contact. A spring-loaded prismatic joint provides passive compliance while doubling as a force-feedback for the impedance controller through measuring the spring displacement. Simulation and flight experiments prove the feasibility and robustness of this approach for exchanging high forces at height, with a total of 44 successful experiments carried out in four sets. An average maximum force of 5.66 N or 19.3\% of the system's weight was achieved over one set of 11 experiments.";"";"OPEN";"2023-4-21";"master thesis";"2025-02-20 17:59:42.576";"Aerial Manipulation,Aerial Physical Interaction,Centralised modeling,Drone,Force exertion,Impedance control,ROS,UAV";"E.J.J. Smeur; M.B.J. Brummelhuis; S. Hamaza";"";"author; graduation committee member; mentor"
"uuid:491a7744-dc49-405c-ba38-5198b3e839a8";"https://resolver.tudelft.nl/uuid:uuid:491a7744-dc49-405c-ba38-5198b3e839a8";"Towards a Robust Wireless Real-Time Ecological Monitoring System";"";"Climate change poses a serious threat to ecosystems and increases the need for accurate and rigorous monitoring of ecosystems. Current monitoring solutions are often bulky, expensive, and lack critical functionalities such as on-board inference capabilities, robust wireless connections, and a diverse sensor suite. Ecological monitoring projects often suffer from inefficiencies caused by the large time delays between collecting data and analyzing said data, as well as having to spend large amounts of time in the field setting up the sensors manually. This thesis addresses many of these issues by designing a sensor with an extensive sensor suite, robust wireless capabilities and an on-board audio classifier able to perform real-time inference. Furthermore, attention is paid to making the system extendable in the future and allow for potentially integrating the sensors with a drone delivery- and retrieval system. The system tests performed indicate that the system has great potential given more time to tweak some of its identified shortcomings.";"";"OPEN";"2024-4-30";"master thesis";"2025-02-27 07:14:34.029";"Ecological Monitoring,Edge Computing,Internet of Things";"E.J.J. Smeur; L.R. de Waal; R.C. Hendriks; R.T. Rajan; S. Hamaza";"";"author; graduation committee member; mentor"
"uuid:78972369-0687-445f-9031-a83e10ba600f";"https://resolver.tudelft.nl/uuid:uuid:78972369-0687-445f-9031-a83e10ba600f";"Robust H-infinity Controller Design For INDI-Controlled Quadcopters Using Online Parameter Identification";"";"This work presents the design of a robust gain-scheduled controller for attitude control of quadcopters, using an Incremental Nonlinear Dynamic Inversion (INDI)-based inner loop with online identification of its system parameters. A linearized model including uncertainty in the identified parameters and unmodeled dynamics is presented for robustness analysis, followed by a set of design requirements. With this, a cascaded feedback attitude controller with a feedforward filter was synthesized for a symmetric quadcopter using signal-based H-infinity closed-loop shaping. Subsequent linear analysis demonstrated good robustness margins and performance characteristics, which were further validated through nonlinear simulations and experimental flights, showing good performance under uncertainty.  <br/>    This methodology was then extended using co-design to develop a gain-schedule for varying actuator time constants. The approach achieved the requirements over the entire range. The resulting gain-scheduled controller exhibited good stability margins, with nonlinear simulations confirming effective tracking performance under uncertainty. Experimental evaluation of the gain-scheduled controller was conducted through flight tests with full online parameter identification. Even though the identified parameters during these tests were far outside the defined uncertainty range, acceptable flight performance comparable to simulation results was maintained for actuator time constants below 40 ms. For slower actuators, performance was degraded but this may have been due to the extreme uncertainties rather than the controller itself.";"";"OPEN";"2025-11-5";"master thesis";"2025-10-28 13:26:15.916";"Gain-scheduling,H-infinity closed loop shaping,Incremental Nonlinear Dynamic Inversion,Quadrotor Control,Robust Control";"A. Bombelli; E.J.J. Smeur; S. Hamaza; Spilios Theodoulis; T. Aantjes; T.M. Blaha";"";"author; graduation committee member; mentor"
"uuid:02aeeec3-cf0f-4b39-b793-d12630722003";"https://resolver.tudelft.nl/uuid:uuid:02aeeec3-cf0f-4b39-b793-d12630722003";"Future solar home systems";"";"1.3 billion people in the world lack access to electricity (International Energy Agency (2013). The largest share of this group is poor and lives in the developing world, and has to deal with unmet basic needs. Having the possibility to use reliable and clean energy is seen as a driver for social development and environmental sustainability. Having access to energy is also often linked to economic growth and has a positive impact on health. (Gradl &amp; Knobloch, 2011) Improving energy access is therefore a hot topic worldwide. 
With a Solar Home System (SHS), energy can be generated and used on a household level at places where the electric grid does not reach. The main components of a SHS are a solar panel for the generation of electricity, a battery for energy storage and balance of system (BoS) components, including power electronics, to coordinate the flows of energy. SHS are offered by multiple companies worldwide, and come in various configurations. The smallest SHS are capable of powering for example LED lights, phones and/or a radio, while larger SHS can power for example televisions and fans. 
Generally speaking, SHSs are increasing in size. This is due to dropping prices of system components. Where in 2003 a SHS of 20 Wp was economically competitive with kerosene lamps, in 2015 this was already 70-80 Wp. (Chattopadhyay, Bazilian and Peter Lilienthal, 2015) The conventional technologies are likely to dominate the SHS the upcoming years. Proven technologies are favourable as reliability is key for SHSs. This means that most of the SHSs in the future will rely on crystalline silicon panels and lead-acid batteries. In the future, li-ion battery technologies will become competitive as prices are dropping...";"";"OPEN";"2017-3-16";"master thesis";"2024-08-08 20:17:14.034";"";"J. Popovic; J.C. Diehl; N.S. Narayan; Nishant Narayan; S. Silvester; T.J.G. den Heeten";"";"author; mentor"
"uuid:f7ec9e1c-15db-4982-b2fa-4ba0f51a5b91";"https://resolver.tudelft.nl/uuid:uuid:f7ec9e1c-15db-4982-b2fa-4ba0f51a5b91";"Aerial Perching via Active Touch: Embodying Robust Tactile Grasping on Aerial Robots";"";"Aerial manipulators, characterized by their ability to actively engage with the environment, are gaining popularity for their versatility in performing diverse tasks.<br/>This research focuses on augmenting the capabilities of aerial manipulators through the integration of tactile feedback, specifically employing a compliant bio-inspired three-fingered manipulator equipped with tactile capacitive sensors on each finger. The manipulator is affixed to a drone, enabling tactile-guided navigation for precise object localization, subsequent grasping, and perching. Additionally, a grasp evaluator assesses grasp quality, allowing the system to adapt by suggesting alternative grasp locations after an initial attempt is unsuccessful. A comparative analysis between the system’s performance using tactile feedback and open-loop perching/grasping in perching scenarios demonstrates that the grasp evaluator improves the perching success rate by 55%-point and increases the allowable object uncertainty by 0.14 [m]. These findings highlight the efficacy of this approach in advancing aerial manipulator capabilities.";"";"OPEN";"2023-12-21";"master thesis";"2026-03-31 14:20:21.939";"Aerial manipulators,Grasp evaluation,Tactile feedback";"A. Bredenbeck; A.V. Jadoenathmisier; D.M. Pool; G.C.H.E. de Croon; S. Hamaza";"";"author; coach; graduation committee member; mentor"
"uuid:10c5b8e1-cc6c-4537-b341-7c084c16ef4f";"https://resolver.tudelft.nl/uuid:uuid:10c5b8e1-cc6c-4537-b341-7c084c16ef4f";"Autonomous Aerial Sensor Network Placement in Rainforests: Exploration and Detection of Deployment Locations";"";"The effects of climate change put increasing strain on rainforests and their inhabitants, highlighting the demand for technological developments to aid in biodiversity monitoring and conservation efforts. This research work proposes a novel frame work for the autonomous placement of acoustic sensor networks on top of the rainforest canopy, using a quadrotor platform. In order to tackle the challenge posed by multirotors’ limited autonomy, an initial canopy exploration mission is considered and an exploration planner is developed to detect suitable locations on top of the rainforest canopy for sensor node deployment. Specifically, green detection and pointcloud projection is performed online and combined with our proposed sampling method to accomplish targeted exploration, towards the estimated location of detected green components. Flight experiments are conducted across multiple scenarios that mimic distinct rainforest features. The results validate the system architecture and demonstrate the effectiveness of our smart sampling method, laying the foundation for future autonomous sensor network exploration missions at larger-scale.";"";"OPEN";"2024-11-26";"master thesis";"2025-02-18 16:29:55.609";"biodiversity loss,exploration planner,quadrotor,rainforest,sensor network";"G.C.H.E. de Croon; R. Santos Raminhos; R.T. Rajan; S. Hamaza";"";"author; graduation committee member; mentor"
"uuid:6b397485-750f-4e97-99ec-536ae2933d60";"https://resolver.tudelft.nl/uuid:uuid:6b397485-750f-4e97-99ec-536ae2933d60";"Rigid airborne docking between a fixed-wing UAV and an over-actuated multicopter";"";"Fixed-wing aircraft fly longer, faster, and further than rotorcraft, but cannot take off or land vertically. Hybrid drones combine VTOL with a wing for forward flight, but the hovering system generally makes them less efficient than a pure fixed-wing.  We propose an alternative, in which a rotorcraft is used to assist the fixed-wing UAV with the VTOL portions of the flight. This paper takes the first steps towards this alternative by developing and testing an overactuated rotorcraft that can autonomously dock onto a target at fixed-wing velocities. The control system uses Incremental Non-Linear Dynamic Inversion Control (INDI) to achieve linear accelerations with lateral and longitudinal motors, enabling robust horizontal control independent of attitude. A relative guidance algorithm for the docking approach path is presented, along with a vision sensing approach using ArUco markers and IR LEDs. Successful docking and separation were achieved in the wind tunnel at speeds of up to $15$m/s.";"";"OPEN";"2023-7-7";"master thesis";"2025-02-20 16:40:59.610";"";"B.D.W. Remes; E.J.J. Smeur; J.J.E. Laffita van den Hove d'Ertsenryck";"";"author; graduation committee member; mentor"
"uuid:6215dd57-8d16-466b-a286-341538675d2d";"https://resolver.tudelft.nl/uuid:uuid:6215dd57-8d16-466b-a286-341538675d2d";"A Bio-inspired Sensing Approach to in-Gust Flight of Flapping Wing MAVs";"A Bio inspired Sensing Approach to in Gust Flight of Flapping Wing MAVs.";"Flapping wing micro aerial vehicles (FWMAVs) are known for their flight agility and maneuverability. However, their in-gust flight performance and stability is still inferior to their biological counterparts. To this end, a simplified in-gust dynamic model, which could capture the main gust effects on FWMAVs, has been identified with real in-gust flights' data of a FWMAV, the Flapper Drone. Based on this model, an adaptive position and velocity controller was proposed with gain scheduling and implemented for in-gust flights under gust speeds up to 2.4 m/s. With this airflow-sensing based adaptive controller, the in-gust hovering stability of the Flapper Drone has been improved when the gust's intensity and frequency changes, comparing with the original fixed-gain cascaded PID controller case.";"";"OPEN";"2022-9-27";"master thesis";"2025-02-19 08:36:11.016";"Adaptive Control,Bio-inspired Aerial Robotics,DelFly,Flapping Wing MAV,In-gust Flights,Modeling,Onboard Airflow Sensing";"C. Wang; G.C.H.E. de Croon; S. Hamaza; S. Wang";"";"author; coach; graduation committee member; mentor"
"uuid:df815057-9ab6-42ee-8290-ce8099ffda68";"https://resolver.tudelft.nl/uuid:uuid:df815057-9ab6-42ee-8290-ce8099ffda68";"Incremental Nonlinear Dynamic Inversion Controller for a Variable Skew Quad Plane";"";"This paper presents the design of an Incremental Nonlinear Dynamic Inversion (INDI) controller for the novel platform VSQP. Part of the identified challenges is the develop- ment of a model for the actuator effectiveness and lift especially as a function of skew, the newly added degree of freedom. In particular it is assumed that the actuator effectiveness changes linearly with actuator state and that aerodynamic forces change quadratically with airspeed and depend mainly on the chordwise component of airspeed. Moreover, the position of the moving actuators is expressed as a function of the corresponding moment arm and the skew angle. The models and assumptions are verified through static and dynamic wind tunnel tests at the OJF of TuDelft. A WLS routine is used to solve the control allocation for the overactuated guidance loop. A lower cost is assigned to the use of the push motor so to steer the control allocation in its favor rather than commanding changes in attitude. A gradual switch of the hover motors in transition is achieved by scheduling the lift-pitch effectiveness with airspeed. Therefore, as airspeed increases the outerloop INDI controller evaluates that changing pitch to achieve a certain vertical acceleration set point results in an increasingly cheaper command allocation than changing thrust. An automatic skew controller is designed based on the developed control moment and lift models. The skew angle is scheduled with airspeed so to perform transition while also maximizing control authority. Finally, the controller is validated by performing multiple transitions inside the OJF windtunnel. ";"";"OPEN";"2022-9-7";"master thesis";"2025-02-22 14:34:22.897";"incremental nonlinear dynamic inversion, weighted least squares, variable skew quad plane, control moment modelling, lift modelling, transition";"B.D.W. Remes; E.J.J. Smeur; T.M.L. De Ponti";"";"author; graduation committee member; mentor"
